name,team,goals,big_chances_missed,success_ful_dribbles,total_shots,goal_conversion_percentage,rating,league,tackles,interceptions,clearances,error_lead_to_goal,blocked_shots,bigChancesCreated,assists,accuratePasses,accuratePassesPercentage,keyPasses,saves,penalty_save,saved_shots_from_inside_the_box,runs_out
Felipe Guedes,guarani,0,0,5,1,0.0,6.53,B/2019,30,6,10,0,5,0,0,338,83,5,,,,
Jean,criciuma,0,0,2,0,0.0,6.53,B/2019,15,17,23,0,8,0,0,199,71,0,,,,
Raphael Martinho,sao-bento,2,3,3,10,20.0,6.53,B/2019,3,0,0,0,0,0,0,66,80,3,,,,
William Barbio,crb,0,1,9,6,0.0,6.53,B/2019,4,2,1,0,0,0,0,149,77,14,,,,
Rincon,cuiaba,1,2,3,9,11.11,6.53,B/2019,5,1,0,0,1,0,0,35,63,4,,,,
Victor Paraíba,atletico-goianiense,0,0,3,0,0.0,6.52,B/2019,0,1,0,0,0,0,0,18,69,2,,,,
Francisco Arancibia,sao-bento,0,0,1,1,0.0,6.52,B/2019,1,2,0,0,0,0,0,17,62,2,,,,
Pereira,gremio-esportivo-brasil,0,0,5,5,0.0,6.52,B/2019,8,1,3,0,0,1,0,111,69,2,,,,
Capixaba,vila-nova,0,3,24,14,0.0,6.52,B/2019,16,2,7,0,0,1,0,97,63,14,,,,
Lennon,operario-ferroviario,0,0,6,0,0.0,6.51,B/2019,6,0,7,0,0,1,1,177,85,3,,,,
Vitor Feijão,guarani,0,1,7,8,0.0,6.51,B/2019,5,4,2,0,0,1,1,121,79,6,,,,
Matheus Henrique Bianqui,londrina,1,0,1,8,12.5,6.5,B/2019,10,3,5,0,0,0,0,79,63,0,,,,
Nathan,coritiba,0,1,1,3,0.0,6.5,B/2019,7,1,0,0,0,1,1,55,77,3,,,,
Iago,crb,0,0,12,4,0.0,6.5,B/2019,7,5,1,0,1,0,1,105,77,5,,,,
Bruno Peres,sport-recife,0,0,0,0,0.0,6.5,B/2019,1,0,0,0,0,0,0,8,88,0,,,,
Brenner,oeste,0,0,0,0,0.0,6.5,B/2019,0,0,0,0,0,0,0,2,100,0,,,,
Fabricio,vitoria,0,0,0,0,0.0,6.5,B/2019,1,1,3,0,1,0,0,31,75,1,,,,
Felipe Menezes,crb,0,0,0,0,0.0,6.5,B/2019,0,0,0,0,0,0,0,15,93,0,,,,
Gustavo,atletico-goianiense,0,0,0,0,0.0,6.5,B/2019,0,0,0,0,0,0,0,10,62,0,3,0,1,0
Pedro Acorsi,guarani,0,0,2,0,0.0,6.5,B/2019,3,1,1,0,0,0,0,28,71,0,,,,
Gabriel Lima,ponte-preta,0,0,0,1,0.0,6.5,B/2019,0,0,1,0,0,0,0,0,0,0,,,,
Hugo Almeida,sao-bento,0,0,0,0,0.0,6.5,B/2019,0,0,1,0,0,0,0,7,77,0,,,,
Everton Morelli,america-mineiro,0,0,1,1,0.0,6.5,B/2019,1,0,0,0,0,0,0,3,42,0,,,,
Thiago Nunes,oeste,0,0,0,1,0.0,6.5,B/2019,1,0,11,0,0,0,0,34,73,0,,,,
Marquinhos,parana-clube,0,0,0,0,0.0,6.5,B/2019,1,0,0,0,1,0,0,4,66,0,,,,
Savio,vila-nova,0,0,0,0,0.0,6.5,B/2019,2,1,1,0,0,0,0,7,70,0,,,,
Bruno Santos,gremio-esportivo-brasil,0,0,1,0,0.0,6.5,B/2019,0,4,0,0,0,0,0,5,71,0,,,,
Diego Fumaça,atletico-goianiense,0,0,0,0,0.0,6.5,B/2019,0,0,1,0,0,0,0,3,75,0,,,,
Octavio,vila-nova,0,0,0,0,0.0,6.5,B/2019,1,0,0,0,0,0,0,7,100,0,,,,
Matheus Bueno,coritiba,0,0,0,0,0.0,6.5,B/2019,1,1,2,0,0,0,0,15,93,0,,,,
Mateus Brunetti,figueirense,0,0,2,0,0.0,6.5,B/2019,0,3,2,0,1,0,0,17,58,0,,,,
Elyeser,coritiba,0,0,0,2,0.0,6.5,B/2019,1,0,2,0,0,0,0,24,82,0,,,,
Alef,cuiaba,0,0,0,0,0.0,6.5,B/2019,1,1,4,1,2,0,0,76,79,0,,,,
Facundo Batista,ponte-preta,0,1,1,3,0.0,6.5,B/2019,1,0,0,0,0,0,0,22,78,0,,,,
Alípio,figueirense,0,1,0,1,0.0,6.5,B/2019,4,2,1,0,0,1,0,20,64,1,,,,
Gabriel Vasconcelos,oeste,0,0,0,1,0.0,6.5,B/2019,3,0,0,0,0,0,0,25,83,2,,,,
Mateus Silva,crb,0,0,2,2,0.0,6.5,B/2019,2,4,2,0,0,0,0,100,83,3,,,,
Diego Rosa,vila-nova,0,1,2,3,0.0,6.5,B/2019,11,2,0,0,0,0,0,53,72,2,,,,
Edílson Júnior,ponte-preta,0,0,3,0,0.0,6.5,B/2019,7,10,9,0,0,0,0,191,79,4,,,,
Gabriel Bispo,vitoria,0,0,2,3,0.0,6.5,B/2019,13,3,15,0,0,0,0,199,75,1,,,,
Deivid,guarani,0,0,3,4,0.0,6.49,B/2019,12,4,1,0,2,0,0,80,64,3,,,,
Joãozinho,sao-bento,0,0,11,3,0.0,6.49,B/2019,4,0,1,0,0,0,0,69,85,1,,,,
Vitor Carvalho,coritiba,0,0,4,2,0.0,6.48,B/2019,25,10,15,2,6,0,0,358,84,2,,,,
Silvio,londrina,0,2,1,4,0.0,6.48,B/2019,14,11,33,0,2,0,0,320,78,1,,,,
Bruno Lima,guarani,0,2,5,7,0.0,6.48,B/2019,19,7,41,0,7,0,0,298,76,2,,,,
Welliton,oeste,0,0,3,2,0.0,6.48,B/2019,3,0,1,0,0,0,0,34,87,3,,,,
Juba,gremio-esportivo-brasil,1,2,12,13,7.69,6.48,B/2019,12,12,15,0,1,0,0,277,75,10,,,,
Lúcio Flávio,criciuma,0,4,2,12,0.0,6.48,B/2019,2,0,0,0,0,0,0,50,71,5,,,,
Maicon Assis,gremio-esportivo-brasil,1,0,3,6,16.67,6.48,B/2019,9,2,3,0,0,1,0,68,73,3,,,,
Matheusinho,figueirense,0,0,2,4,0.0,6.48,B/2019,0,3,0,0,0,0,0,39,88,0,,,,
Christian,figueirense,0,0,1,0,0.0,6.48,B/2019,2,1,0,0,1,0,0,39,73,4,,,,
Rodrigo Carioca,parana-clube,0,0,13,6,0.0,6.48,B/2019,8,2,1,0,0,2,0,54,67,4,,,,
Reinaldo,criciuma,0,2,15,9,0.0,6.47,B/2019,9,5,3,0,0,1,0,169,74,11,,,,
Elisson,figueirense,0,0,0,0,0.0,6.47,B/2019,0,0,1,0,0,0,0,26,57,0,6,0,2,1
Gustavo Silva,oeste,0,0,4,4,0.0,6.47,B/2019,2,1,2,0,1,0,0,75,83,4,,,,
Marcos Vinicius,criciuma,0,0,12,4,0.0,6.46,B/2019,18,10,18,0,0,0,0,221,70,6,,,,
Carlinhos,vila-nova,0,3,7,6,0.0,6.46,B/2019,1,1,4,0,0,0,0,39,57,3,,,,
Matheus Marcondele,ponte-preta,0,1,14,8,0.0,6.46,B/2019,4,0,0,0,0,0,0,83,85,3,,,,
Cléo Silva,operario-ferroviario,0,1,7,6,0.0,6.46,B/2019,4,3,1,0,0,0,0,118,74,7,,,,
Renan,guarani,0,1,5,3,0.0,6.46,B/2019,2,0,0,0,0,0,0,39,78,4,,,,
Pablo,sao-bento,0,0,14,3,0.0,6.46,B/2019,21,17,13,0,0,0,0,324,78,7,,,,
Erick Luis,botafogo-sp,0,2,19,12,0.0,6.46,B/2019,13,9,3,0,1,2,1,157,74,13,,,,
Tite,oeste,0,0,0,1,0.0,6.45,B/2019,2,1,0,0,0,0,0,5,55,0,,,,
Carlos Henrique,londrina,0,0,1,0,0.0,6.45,B/2019,0,1,1,0,0,0,0,11,64,0,,,,
Nando,guarani,0,1,1,3,0.0,6.45,B/2019,1,2,1,0,0,0,0,46,76,1,,,,
Salomão,oeste,0,0,14,8,0.0,6.44,B/2019,17,20,16,0,1,0,0,227,76,5,,,,
Julio Rusch,coritiba,0,0,0,0,0.0,6.44,B/2019,2,3,3,0,1,0,0,38,67,2,,,,
Wesley,crb,0,0,3,0,0.0,6.44,B/2019,3,2,2,0,1,1,0,95,87,2,,,,
Juninho,figueirense,0,0,4,4,0.0,6.44,B/2019,5,0,0,0,0,1,0,27,62,1,,,,
Alesson,parana-clube,0,1,23,8,0.0,6.44,B/2019,21,2,3,0,0,1,0,235,81,9,,,,
Thalles,ponte-preta,0,1,0,3,0.0,6.43,B/2019,1,0,2,0,1,0,0,25,71,0,,,,
Alison,oeste,0,0,2,0,0.0,6.43,B/2019,5,7,5,0,0,0,0,56,78,1,,,,
Cesinha,oeste,0,0,1,1,0.0,6.42,B/2019,0,2,0,0,0,0,0,24,80,1,,,,
Wallace,londrina,0,0,2,4,0.0,6.41,B/2019,3,3,11,0,0,0,0,155,78,0,,,,
João Paulo,londrina,0,1,7,2,0.0,6.41,B/2019,2,0,0,0,0,0,0,77,77,4,,,,
Rodrigo Pelezinho,gremio-esportivo-brasil,1,1,20,17,5.88,6.4,B/2019,12,6,3,0,0,2,1,156,73,5,,,,
Iago Dias,coritiba,0,0,0,0,0.0,6.4,B/2019,0,0,0,0,0,0,0,1,50,0,,,,
Wellisson,vitoria,0,0,0,0,0.0,6.4,B/2019,0,0,0,0,0,,,,,,,,,
Carlinhos,figueirense,0,0,1,0,0.0,6.4,B/2019,2,0,0,0,0,,,,,,,,,
Matheus Farinha,vitoria,0,0,0,0,0.0,6.4,B/2019,2,1,4,0,0,,,,,,,,,
Pedro,america-mineiro,0,0,0,0,0.0,6.4,B/2019,1,0,0,0,0,,,,,,,,,
Bruno Oliveira,criciuma,0,0,0,1,0.0,6.4,B/2019,3,1,3,0,0,,,,,,,,,
Cássio Ortega,operario-ferroviario,0,1,1,1,0.0,6.4,B/2019,1,0,0,0,0,,,,,,,,,
Bruno,sao-bento,0,0,0,0,0.0,6.4,B/2019,1,3,2,0,0,,,,,,0,0,0,0
Roberson,red-bull-bragantino,1,7,3,12,8.33,6.39,B/2019,2,0,0,0,0,,,,,,,,,
Ángelo Araos,ponte-preta,0,3,3,10,0.0,6.38,B/2019,10,2,2,0,0,,,,,,,,,
Matheus Alexandre,ponte-preta,0,0,0,1,0.0,6.37,B/2019,5,6,2,0,1,,,,,,,,,
Breno,londrina,0,0,5,5,0.0,6.35,B/2019,16,15,17,0,0,,,,,,,,,
Alan Cariús,vila-nova,0,0,1,0,0.0,6.35,B/2019,0,1,1,0,0,,,,,,,,,
Feijão,sao-bento,0,0,1,0,0.0,6.35,B/2019,1,1,4,0,1,,,,,,,,,
Serginho Paulista,operario-ferroviario,0,0,0,0,0.0,6.35,B/2019,7,1,3,0,0,,,,,,,,,
França,londrina,0,0,0,0,0.0,6.35,B/2019,1,4,4,0,1,,,,,,,,,
Thiago da Silva,america-mineiro,0,0,0,0,0.0,6.35,B/2019,0,0,2,1,0,,,,,,8,0,5,1
Guilherme Mantuan,ponte-preta,0,0,0,0,0.0,6.3,B/2019,0,0,0,0,0,,,,,,,,,
Vinicius Zanocelo,ponte-preta,0,0,0,0,0.0,6.3,B/2019,0,0,0,0,0,,,,,,,,,
Fabrício Santos,gremio-esportivo-brasil,0,0,0,0,0.0,6.3,B/2019,0,0,0,0,0,,,,,,,,,
Negueba,vitoria,0,0,0,0,0.0,6.3,B/2019,0,0,0,0,0,,,,,,,,,
Willian Barão,cuiaba,0,0,0,0,0.0,6.3,B/2019,1,4,2,0,0,,,,,,,,,
Gil,sao-bento,0,0,0,0,0.0,6.3,B/2019,0,0,0,0,0,,,,,,,,,
Daniel Penha,crb,0,0,0,2,0.0,6.3,B/2019,1,0,0,0,0,,,,,,,,,
Helder,londrina,0,0,0,0,0.0,6.3,B/2019,4,3,5,0,0,,,,,,,,,
Caíque,vitoria,0,0,0,0,0.0,6.3,B/2019,0,0,7,1,0,,,,,,9,0,3,1
Felipe Gregorio,oeste,0,0,1,0,0.0,6.24,B/2019,9,8,7,0,1,,,,,,,,,
João Victor,vitoria,0,0,0,0,0.0,6.2,B/2019,0,1,0,0,0,,,,,,,,,
Rafael Martins,coritiba,0,0,0,0,0.0,6.2,B/2019,0,0,1,0,0,,,,,,1,0,1,0
Carlão,guarani,0,0,0,0,0.0,6.2,B/2019,0,0,1,0,0,,,,,,1,0,1,0
Leandro Melo,oeste,0,0,2,0,0.0,6.2,B/2019,0,1,0,0,1,,,,,,,,,
Bruno Paulista,londrina,0,0,1,0,0.0,6.18,B/2019,1,3,3,0,0,,,,,,,,,
Jhonny Lucas,parana-clube,0,0,1,0,0.0,6.15,B/2019,0,0,1,0,0,,,,,,,,,
Victor Daniel,londrina,0,0,2,0,0.0,6.15,B/2019,1,1,0,0,0,,,,,,,,,
Thalisson Kelven,coritiba,0,0,0,0,0.0,6.1,B/2019,1,1,4,1,1,,,,,,,,,
Isac,ponte-preta,0,0,0,0,0.0,6.1,B/2019,0,0,0,0,0,,,,,,,,,
Renato Kayzer,ponte-preta,0,1,0,1,0.0,6.1,B/2019,2,0,2,0,0,,,,,,,,,
Robinho,operario-ferroviario,0,0,0,2,0.0,6.0,B/2019,2,0,1,0,0,,,,,,,,,
Edcarlos,vitoria,0,0,0,0,0.0,5.8,B/2019,2,0,3,0,1,,,,,,,,,
Luizão,sao-bento,0,0,0,0,0.0,5.6,B/2019,1,3,5,1,0,,,,,,,,,
Kauã,oeste,0,0,0,0,0.0,0.0,B/2019,0,0,0,0,0,,,,,,,,,
Kauê,atletico-goianiense,0,0,0,0,0.0,0.0,B/2019,1,0,0,0,1,,,,,,,,,
Sabino,coritiba,,,,,,7.25,,41,49,209,0,34,0,0,1153,79,4,,,,
Juninho,atletico-goianiense,,,,,,7.25,,8,12,3,0,1,0,0,104,77,4,,,,
Alisson,parana-clube,,,,,,7.24,,0,0,5,0,0,0,0,71,62,0,12,1,6,0
Lucas Ramon,red-bull-bragantino,,,,,,7.23,,8,4,9,0,2,0,1,74,77,4,,,,
Paulo Vitor,sao-bento,,,,,,7.22,,0,0,20,0,0,0,0,52,46,1,16,1,11,0
Rodolfo,sao-bento,,,,,,7.21,,20,8,1,0,1,5,7,753,82,64,,,,
Aderlan Silva,red-bull-bragantino,,,,,,7.21,,94,39,42,0,3,12,7,919,76,51,,,,
Thiago Rodrigues,parana-clube,,,,,,7.21,,0,1,43,0,0,0,0,383,54,0,116,1,56,1
Zé Roberto,sao-bento,,,,,,7.2,,27,4,29,0,3,6,5,470,69,40,,,,
Léo,ponte-preta,,,,,,7.2,,1,1,1,0,2,0,0,45,93,0,,,,
Lucas Arcanjo,vitoria,,,,,,7.2,,1,0,1,0,0,0,0,17,85,0,6,0,2,0
Ricardo Silva,america-mineiro,,,,,,7.2,,29,40,127,0,19,1,0,1025,84,6,,,,
Elvis,oeste,,,,,,7.19,,16,7,4,0,1,7,7,1090,80,105,,,,
Leonardo Luiz,criciuma,,,,,,7.19,,7,9,39,0,6,0,0,206,81,0,,,,
Sander,sport-recife,,,,,,7.18,,73,61,41,1,5,4,3,873,77,20,,,,
Bruno Souza,guarani,,,,,,7.18,,24,23,24,0,5,5,1,349,75,11,,,,
Jonathan,atletico-goianiense,,,,,,7.17,,85,54,70,0,8,3,3,726,76,28,,,,
Nathan Otavio,coritiba,,,,,,7.17,,6,8,37,0,5,0,0,241,81,0,,,,
João Paulo,america-mineiro,,,,,,7.17,,60,42,45,0,2,8,6,877,74,69,,,,
Daniel Costa,criciuma,,,,,,7.16,,26,10,5,0,2,3,3,902,83,73,,,,
Léo Ceará,crb,,,,,,7.16,,14,4,31,0,4,4,2,474,72,26,,,,
Edimar,red-bull-bragantino,,,,,,7.15,,35,35,33,0,7,4,1,880,82,34,,,,
Aylon,atletico-goianiense,,,,,,7.15,,18,4,6,0,0,4,0,205,70,15,,,,
Paulinho Ferreira,sao-bento,,,,,,7.15,,4,1,0,0,0,1,1,35,85,2,,,,
Felipe Ferreira,crb,,,,,,7.14,,13,3,8,0,1,6,5,450,78,48,,,,
Savio,america-mineiro,,,,,,7.14,,12,20,13,0,0,2,3,420,81,25,,,,
Júnior Viçosa,america-mineiro,,,,,,7.14,,25,9,11,0,1,7,5,319,64,38,,,,
Matheus Cavichioli,oeste,,,,,,7.14,,0,0,9,0,0,0,0,133,44,0,49,1,24,1
Jeferson,vila-nova,,,,,,7.13,,51,47,61,0,13,4,1,735,73,27,,,,
Matheuzinho,atletico-goianiense,,,,,,7.11,,43,8,7,0,1,6,6,463,73,50,,,,
Juan Alano,coritiba,,,,,,7.11,,46,25,12,0,7,11,5,919,78,60,,,,
Maílton,operario-ferroviario,,,,,,7.1,,64,44,41,0,3,3,2,573,64,39,,,,
Wanderley,coritiba,,,,,,7.1,,0,0,1,0,0,0,0,12,80,1,,,,
Rafael Carioca,red-bull-bragantino,,,,,,7.1,,21,29,25,0,2,4,4,537,81,23,,,,
Giovanni,ponte-preta,,,,,,7.1,,3,2,0,0,0,0,0,8,72,0,,,,
Kewin,red-bull-bragantino,,,,,,7.1,,0,0,4,0,0,0,0,22,64,0,3,0,2,0
Victor Luiz,londrina,,,,,,7.1,,1,2,1,0,0,0,0,21,67,1,,,,
Paulão,america-mineiro,,,,,,7.1,,27,39,81,0,19,0,0,812,78,3,,,,
Mailson,sport-recife,,,,,,7.09,,1,2,32,0,0,0,0,296,51,0,95,1,42,4
Lenon,guarani,,,,,,7.09,,38,61,59,0,12,2,1,768,79,13,,,,
Rodrigão,coritiba,,,,,,7.08,,18,9,43,0,5,5,5,334,63,30,,,,
Ligger,red-bull-bragantino,,,,,,7.08,,40,54,107,0,14,0,0,1423,84,8,,,,
Matheus,londrina,,,,,,7.08,,1,0,37,0,0,0,0,235,54,1,71,0,32,4
Pegorari,figueirense,,,,,,7.08,,0,0,8,0,0,0,0,154,47,0,35,0,15,1
Edson Mardden,crb,,,,,,7.08,,0,0,28,0,0,0,0,148,47,0,47,1,24,2
Matheuzinho,america-mineiro,,,,,,7.07,,34,17,6,0,1,3,2,609,79,55,,,,
Éder Sciola,parana-clube,,,,,,7.07,,49,63,114,0,17,4,5,893,71,26,,,,
Airton,america-mineiro,,,,,,7.07,,1,0,17,1,0,0,0,254,69,0,38,0,25,7
Renato Cajá,ponte-preta,,,,,,7.07,,7,1,3,0,4,4,3,326,76,25,,,,
Jefferson Paulino,guarani,,,,,,7.07,,0,1,7,0,0,0,0,168,55,1,39,0,16,0
Betinho,figueirense,,,,,,7.06,,69,33,25,0,11,1,1,804,79,19,,,,
Rafael Thyere,sport-recife,,,,,,7.06,,26,42,175,1,48,0,0,1323,83,7,,,,
Edson,ponte-preta,,,,,,7.06,,46,49,49,0,14,0,0,1008,84,14,,,,
Hernane,sport-recife,,,,,,7.05,,26,13,35,0,2,6,5,417,74,33,,,,
Marcinho,gremio-esportivo-brasil,,,,,,7.05,,7,2,1,0,0,2,0,105,70,11,,,,
Eduardo Santos,sao-bento,,,,,,7.05,,3,5,14,0,6,0,0,97,76,2,,,,
Murilo,botafogo-sp,,,,,,7.05,,40,17,8,0,2,9,3,876,82,57,,,,
Higor Leite,londrina,,,,,,7.05,,25,9,4,0,0,3,2,427,74,44,,,,
Martin Rodriguez,vitoria,,,,,,7.04,,1,1,31,0,0,0,0,360,48,3,86,0,35,5
Tony,figueirense,,,,,,7.04,,46,17,10,0,2,5,5,1266,83,76,,,,
Leandrinho,sport-recife,,,,,,7.04,,37,12,6,0,4,6,3,925,86,36,,,,
Régis Souza,sao-bento,,,,,,7.04,,12,7,6,0,2,1,1,224,84,21,,,,
William Popp,figueirense,,,,,,7.04,,17,11,3,0,1,4,2,452,81,20,,,,
Ytalo,red-bull-bragantino,,,,,,7.03,,20,8,25,0,4,2,3,413,77,34,,,,
Lucas Candido,vitoria,,,,,,7.03,,72,26,19,0,10,3,1,693,82,20,,,,
Airton,ponte-preta,,,,,,7.03,,22,28,89,0,9,2,1,960,86,6,,,,
Bruno Grassi,criciuma,,,,,,7.03,,0,0,2,0,0,0,0,29,47,0,9,0,7,1
Júlio Césár,red-bull-bragantino,,,,,,7.03,,0,0,29,1,0,0,0,692,69,1,82,1,46,4
Marlon Freitas,botafogo-sp,,,,,,7.02,,90,57,37,0,17,5,4,1587,84,33,,,,
Matheus Anjos,parana-clube,,,,,,7.02,,13,3,3,0,0,4,2,353,81,30,,,,
Wesley Matos,vila-nova,,,,,,7.02,,49,48,143,0,25,0,0,1201,81,5,,,,
Nicolas Vichiatto,atletico-goianiense,,,,,,7.01,,81,36,56,0,6,4,2,900,72,48,,,,
Mauricio Kozlinski,atletico-goianiense,,,,,,7.01,,1,2,40,2,0,0,0,428,59,2,98,2,45,1
Felipe Gedoz,vitoria,,,,,,7.01,,12,14,11,0,2,5,1,569,78,45,,,,
Ramon,vila-nova,,,,,,7.01,,46,45,17,0,4,1,3,1330,87,44,,,,
André Moritz,londrina,,,,,,7.01,,7,1,3,0,2,0,1,180,75,12,,,,
Léo Gamalho,criciuma,,,,,,7.01,,19,1,34,0,4,2,0,432,73,20,,,,
Todinho,cuiaba,,,,,,7.0,,17,3,11,0,0,0,1,287,76,23,,,,
João Cubas,america-mineiro,,,,,,7.0,,3,1,11,0,1,0,0,75,79,0,,,,
Mateus Pasinato,sao-bento,,,,,,7.0,,0,0,4,0,0,0,0,12,41,0,2,0,2,0
